instance;numRes;cmax;tminSGS;tmin;tmax;networkComplexity;resourceFactor;resourceStrength
j3014_8;4;191.5;54;54;56;1.5;0.9375;0.504032
j3014_9;4;119.5;44;44;58;1.5;0.9375;0.520417
j3015_1;4;53.5;46;46;46;1.5;0.9375;0.711982
j3015_10;4;51.5;65;65;65;1.5;0.9375;0.69334
j3015_2;4;51.5;47;47;48;1.5;0.9375;0.69624
j3015_3;4;72;48;48;52;1.5;0.9375;0.688118
j3015_4;4;81.5;48;48;48;1.5;0.9375;0.703315
j3015_5;4;109.5;56;56;64;1.5;0.9375;0.706169
j3015_6;4;58.5;67;67;67;1.5;0.9375;0.702103
j3015_7;4;41.5;47;47;50;1.5;0.9375;0.69644
j3015_8;4;73.5;46;46;60;1.5;0.9375;0.702038
j3015_9;4;63.5;54;54;58;1.5;0.9375;0.704127
j3016_1;4;0;51;51;51;1.5;0.9375;1
j3016_10;4;0;51;51;51;1.5;0.9375;1
j3016_2;4;0;48;48;48;1.5;0.9375;1
j3016_3;4;0;36;36;36;1.5;0.9375;1
j3016_4;4;0;47;47;47;1.5;0.9375;1
j3016_5;4;0;51;51;51;1.5;0.9375;1
j3016_6;4;0;51;51;51;1.5;0.9375;1
j3016_7;4;0;34;34;34;1.5;0.9375;1
j3016_8;4;0;44;44;44;1.5;0.9375;1
j3016_9;4;0;44;44;44;1.5;0.9375;1
j3017_1;4;98;57;45;66;1.8125;0.234375;0.168056
j3017_10;4;61;69;66;81;1.8125;0.234375;0.147222
j3017_2;4;27;59;59;69;1.8125;0.234375;0.377381
j3017_3;4;20.5;60;60;60;1.8125;0.234375;0.595455
j3017_4;4;68.5;46;42;51;1.8125;0.234375;0.605556
j3017_5;4;69;36;35;52;1.8125;0.234375;0.174603
j3017_6;4;63.5;63;63;65;1.8125;0.234375;0.221875
j3017_7;4;52;54;50;68;1.8125;0.234375;0.387121
j3017_8;4;61;54;53;66;1.8125;0.234375;0.18474
j3017_9;4;42.5;45;44;57;1.8125;0.234375;0.40293
j3018_1;4;25;47;47;55;1.8125;0.234375;0.680556
j3018_10;4;20;41;41;56;1.8125;0.234375;0.656746
j3018_2;4;20.5;52;52;55;1.8125;0.234375;0.5
j3018_3;4;15;53;53;66;1.8125;0.234375;0.625
j3018_4;4;16.5;67;67;70;1.8125;0.234375;0.517857
j3018_5;4;31;50;50;56;1.8125;0.234375;0.660131
j3018_6;4;58;53;53;69;1.8125;0.234375;0.655952
j3018_7;4;17;46;46;56;1.8125;0.234375;0.541667
j3018_8;4;24;49;49;52;1.8125;0.234375;0.625
j3018_9;4;25.5;44;44;55;1.8125;0.234375;0.705556
j3019_1;4;11.5;39;39;41;1.8125;0.234375;0.732143
j3019_10;4;9;44;44;57;1.8125;0.234375;0.660985
j3019_2;4;3.5;58;58;58;1.8125;0.234375;0.798077
j3019_3;4;5.5;83;83;91;1.8125;0.234375;0.729167
j3019_4;4;15.5;39;39;47;1.8125;0.234375;0.633333
j3019_5;4;8;47;47;52;1.8125;0.234375;0.798485
j3019_6;4;9;44;44;49;1.8125;0.234375;0.723485
j3019_7;4;12.5;54;54;57;1.8125;0.234375;0.741667
j3019_8;4;16.5;55;55;58;1.8125;0.234375;0.795238
j3019_9;4;9.5;38;38;45;1.8125;0.234375;0.731818
j301_1;4;73;42;38;49;1.5;0.234375;0.398086
j301_10;4;26;37;37;54;1.5;0.234375;0.1625
j301_2;4;56;50;42;51;1.5;0.234375;0.196825
j301_3;4;53.5;48;43;51;1.5;0.234375;0.185764
j301_4;4;103;55;55;73;1.5;0.234375;0.39127
j301_5;4;64.5;34;31;43;1.5;0.234375;0.19233
j301_6;4;39;38;38;61;1.5;0.234375;0.399621
j301_7;4;29;61;60;68;1.5;0.234375;0.428571
j301_8;4;70;53;53;56;1.5;0.234375;0.209722
j301_9;4;65;47;42;55;1.5;0.234375;0.202597
j3020_1;4;0;57;57;57;1.8125;0.234375;1
j3020_10;4;0;37;37;37;1.8125;0.234375;1
j3020_2;4;0;70;70;70;1.8125;0.234375;1
j3020_3;4;0;49;49;49;1.8125;0.234375;1
j3020_4;4;0;43;43;43;1.8125;0.234375;1
j3020_5;4;0;61;61;61;1.8125;0.234375;1
j3020_6;4;0;51;51;51;1.8125;0.234375;1
j3020_7;4;0;42;42;42;1.8125;0.234375;1
j3020_8;4;0;51;51;51;1.8125;0.234375;1
j3020_9;4;0;41;41;41;1.8125;0.234375;1
j3021_1;4;106.5;74;60;97;1.8125;0.476563;0.182937
j3021_10;4;105;58;54;83;1.8125;0.476563;0.190296
j3021_2;4;152;53;42;72;1.8125;0.476563;0.203571
j3021_3;4;127;66;60;83;1.8125;0.476563;0.246528
j3021_4;4;177.5;56;52;84;1.8125;0.476563;0.204294
j3021_5;4;152;45;43;70;1.8125;0.476563;0.19127
j3021_6;4;209;58;53;82;1.8125;0.476563;0.224512
j3021_7;4;170;58;53;77;1.8125;0.476563;0.20005
j3021_8;4;151;55;48;67;1.8125;0.476563;0.199306
j3021_9;4;197;55;43;95;1.8125;0.476563;0.210119
j3022_1;4;49;40;40;43;1.8125;0.476563;0.513305
j3022_10;4;84;52;52;62;1.8125;0.476563;0.505952
j3022_2;4;48;44;42;57;1.8125;0.476563;0.54902
j3022_3;4;26;61;61;63;1.8125;0.476563;0.54311
j3022_4;4;62;44;40;59;1.8125;0.476563;0.515152
j3022_5;4;41.5;46;46;58;1.8125;0.476563;0.514912
j3022_6;4;71.5;45;45;61;1.8125;0.476563;0.508333
j3022_7;4;80.5;55;55;70;1.8125;0.476563;0.505435
j3022_8;4;70;50;50;60;1.8125;0.476563;0.505952
j3022_9;4;36.5;72;72;76;1.8125;0.476563;0.532343
j3023_1;4;19.5;63;63;63;1.8125;0.476563;0.700446
j3023_10;4;8;61;61;61;1.8125;0.476563;0.705637
j3023_2;4;8.5;53;53;54;1.8125;0.476563;0.718845
j3023_3;4;33.5;46;46;50;1.8125;0.476563;0.716905
j3023_4;4;41.5;63;63;71;1.8125;0.476563;0.702512
j3023_5;4;15;48;48;59;1.8125;0.476563;0.696223
j3023_6;4;31.5;47;47;57;1.8125;0.476563;0.689259
j3023_7;4;19;58;58;71;1.8125;0.476563;0.65
j3023_8;4;44.5;48;48;48;1.8125;0.476563;0.691905
j3023_9;4;30;58;58;69;1.8125;0.476563;0.711587
j3024_1;4;0;53;53;53;1.8125;0.476563;1
j3024_10;4;0;53;53;53;1.8125;0.476563;1
j3024_2;4;0;58;58;58;1.8125;0.476563;1
j3024_3;4;0;69;69;69;1.8125;0.476563;1
j3024_4;4;0;53;53;53;1.8125;0.476563;1
j3024_5;4;0;51;51;51;1.8125;0.476563;1
j3024_6;4;0;56;56;56;1.8125;0.476563;1
j3024_7;4;0;44;44;44;1.8125;0.476563;1
j3024_8;4;0;38;38;38;1.8125;0.476563;1
j3024_9;4;0;43;43;43;1.8125;0.476563;1
j3025_1;4;244;69;63;120;1.8125;0.710938;0.196645
j3025_10;4;221.5;50;47;75;1.8125;0.710938;0.201196
j3025_2;4;269.5;57;43;90;1.8125;0.710938;0.191689
j3025_3;4;365.5;65;44;92;1.8125;0.710938;0.201155
j3025_4;4;293.5;57;48;100;1.8125;0.710938;0.197362
j3025_5;4;316.5;50;45;80;1.8125;0.710938;0.201937
j3025_6;4;324;49;41;72;1.8125;0.710938;0.211616
j3025_7;4;353;66;59;115;1.8125;0.710938;0.197035
j3025_8;4;473.5;51;38;87;1.8125;0.710938;0.202841
j3025_9;4;260.5;68;50;102;1.8125;0.710938;0.195504
j3026_1;4;60.5;59;59;72;1.8125;0.710938;0.522222
j3026_10;4;123.5;47;47;56;1.8125;0.710938;0.505952
j3026_2;4;87.5;40;40;40;1.8125;0.710938;0.50949
j3026_3;4;65;58;58;62;1.8125;0.710938;0.512788
j3026_4;4;97.5;62;62;63;1.8125;0.710938;0.513859
j3026_5;4;45.5;64;64;74;1.8125;0.710938;0.514245
j3026_6;4;165.5;55;49;56;1.8125;0.710938;0.521273
j3026_7;4;136;56;56;67;1.8125;0.710938;0.514295
j3026_8;4;70.5;63;63;67;1.8125;0.710938;0.522949
j3026_9;4;106.5;41;41;50;1.8125;0.710938;0.513333
j3027_1;4;24.5;43;43;47;1.8125;0.710938;0.69015
j3027_10;4;63;62;62;62;1.8125;0.710938;0.706422
j3027_2;4;34;58;58;58;1.8125;0.710938;0.702797
j3027_3;4;31;60;60;66;1.8125;0.710938;0.698032
j3027_4;4;44.5;64;64;75;1.8125;0.710938;0.709249
j3027_5;4;36.5;49;49;61;1.8125;0.710938;0.701086
j3027_6;4;61.5;59;59;71;1.8125;0.710938;0.703093
j3027_7;4;60.5;46;46;55;1.8125;0.710938;0.703353
j3027_8;4;38;66;66;84;1.8125;0.710938;0.699474
j3027_9;4;20.5;55;55;61;1.8125;0.710938;0.713988
j3028_1;4;0;69;69;69;1.8125;0.710938;1
j3028_10;4;0;59;59;59;1.8125;0.710938;1
j3028_2;4;0;57;57;57;1.8125;0.710938;1
j3028_3;4;0;40;40;40;1.8125;0.710938;1
j3028_4;4;0;49;49;49;1.8125;0.710938;1
j3028_5;4;0;73;73;73;1.8125;0.710938;1
j3028_6;4;0;55;55;55;1.8125;0.710938;1
j3028_7;4;0;48;48;48;1.8125;0.710938;1
j3028_8;4;0;53;53;53;1.8125;0.710938;1
j3028_9;4;0;62;62;62;1.8125;0.710938;1
j3029_1;4;593.5;69;62;95;1.8125;0.9375;0.208155
j3029_10;4;362;60;51;89;1.8125;0.9375;0.211491
j3029_2;4;537.5;63;55;109;1.8125;0.9375;0.203355
j3029_3;4;539.5;58;45;86;1.8125;0.9375;0.201173
j3029_4;4;626;76;54;118;1.8125;0.9375;0.188794
j3029_5;4;762.5;79;53;117;1.8125;0.9375;0.203405
j3029_6;4;746;71;43;113;1.8125;0.9375;0.206602
j3029_7;4;558.5;62;41;85;1.8125;0.9375;0.205822
j3029_8;4;767.5;66;50;95;1.8125;0.9375;0.204428
j3029_9;4;675;74;52;117;1.8125;0.9375;0.189828
j302_1;4;13;34;34;44;1.5;0.234375;0.636364
j302_10;4;37.5;41;41;51;1.5;0.234375;0.508333
j302_2;4;31;46;46;54;1.5;0.234375;0.54902
j302_3;4;15.5;43;43;44;1.5;0.234375;0.549603
j302_4;4;28;42;42;43;1.5;0.234375;0.6608
j302_5;4;37;51;51;60;1.5;0.234375;0.558333
j302_6;4;22.5;47;47;47;1.5;0.234375;0.64005
j302_7;4;32.5;47;47;48;1.5;0.234375;0.5
j302_8;4;26;50;50;60;1.5;0.234375;0.517857
j302_9;4;41.5;51;51;54;1.5;0.234375;0.527472
j3030_1;4;160;40;40;54;1.8125;0.9375;0.50931
j3030_10;4;239;52;43;61;1.8125;0.9375;0.50782
j3030_2;4;185.5;65;65;84;1.8125;0.9375;0.510889
j3030_3;4;131;53;53;59;1.8125;0.9375;0.516534
j3030_4;4;155;53;50;60;1.8125;0.9375;0.51325
j3030_5;4;188;52;52;67;1.8125;0.9375;0.508098
j3030_6;4;175.5;54;54;71;1.8125;0.9375;0.515175
j3030_7;4;218;63;63;81;1.8125;0.9375;0.520934
j3030_8;4;101;47;40;53;1.8125;0.9375;0.508788
j3030_9;4;212;45;44;54;1.8125;0.9375;0.506695
j3031_1;4;66;43;43;43;1.8125;0.9375;0.700404
j3031_10;4;77.5;49;49;59;1.8125;0.9375;0.694952
j3031_2;4;73.5;63;63;63;1.8125;0.9375;0.700353
j3031_3;4;88;58;58;60;1.8125;0.9375;0.70025
j3031_4;4;43;50;50;50;1.8125;0.9375;0.708069
j3031_5;4;47.5;48;48;64;1.8125;0.9375;0.702618
j3031_6;4;42.5;53;53;54;1.8125;0.9375;0.704497
j3031_7;4;32;61;61;66;1.8125;0.9375;0.704284
j3031_8;4;47;58;58;61;1.8125;0.9375;0.706374
j3031_9;4;73.5;46;46;56;1.8125;0.9375;0.701422
j3032_1;4;0;61;61;61;1.8125;0.9375;1
j3032_10;4;0;51;51;51;1.8125;0.9375;1
j3032_2;4;0;60;60;60;1.8125;0.9375;1
j3032_3;4;0;57;57;57;1.8125;0.9375;1
j3032_4;4;0;68;68;68;1.8125;0.9375;1
j3032_5;4;0;54;54;54;1.8125;0.9375;1
j3032_6;4;0;44;44;44;1.8125;0.9375;1
j3032_7;4;0;35;35;35;1.8125;0.9375;1
j3032_8;4;0;54;54;54;1.8125;0.9375;1
j3032_9;4;0;65;65;65;1.8125;0.9375;1
j3033_1;4;50;64;62;66;2.125;0.234375;0.343407
j3033_10;4;32;53;48;53;2.125;0.234375;0.607692
j3033_2;4;30.5;54;53;68;2.125;0.234375;0.143669
j3033_3;4;79.5;54;42;58;2.125;0.234375;0.209957
j3033_4;4;95;76;76;82;2.125;0.234375;0.189881
j3033_5;4;73;51;43;62;2.125;0.234375;0.419048
j3033_6;4;41.5;53;52;59;2.125;0.234375;0.189484
j3033_7;4;33.5;58;58;70;2.125;0.234375;0.354167
j3033_8;4;62;54;47;82;2.125;0.234375;0.166667
j3033_9;4;82.5;56;55;81;2.125;0.234375;0.171627
j3034_1;4;26.5;63;63;69;2.125;0.234375;0.531746
j3034_10;4;9.5;47;47;48;2.125;0.234375;0.661364
j3034_2;4;7.5;42;42;44;2.125;0.234375;0.663889
j3034_3;4;9;64;64;70;2.125;0.234375;0.875
j3034_4;4;10.5;67;67;75;2.125;0.234375;0.642857
j3034_5;4;21;59;59;69;2.125;0.234375;0.642857
j3034_6;4;14.5;51;51;56;2.125;0.234375;0.555556
j3034_7;4;22;54;54;64;2.125;0.234375;0.652778
j3034_8;4;26;50;50;58;2.125;0.234375;0.663889
j3034_9;4;8.5;60;60;60;2.125;0.234375;0.666667
j3035_1;4;12;57;57;65;2.125;0.234375;0.783553
j3035_10;4;5.5;55;55;59;2.125;0.234375;0.8875
j3035_2;4;10.5;53;53;53;2.125;0.234375;0.754167
j3035_3;4;4;60;60;64;2.125;0.234375;0.816071
j3035_4;4;11;48;48;56;2.125;0.234375;0.6625
j3035_5;4;9;60;60;64;2.125;0.234375;0.681818
j3035_6;4;5.5;56;56;65;2.125;0.234375;0.761905
j3035_7;4;8;59;59;63;2.125;0.234375;0.729167
j3035_8;4;15.5;63;63;63;2.125;0.234375;0.646709
j3035_9;4;8;58;58;65;2.125;0.234375;0.753571
j3036_1;4;0;66;66;66;2.125;0.234375;1
j3036_10;4;0;59;59;59;2.125;0.234375;1
j3036_2;4;0;44;44;44;2.125;0.234375;1
j3036_3;4;0;61;61;61;2.125;0.234375;1
j3036_4;4;0;59;59;59;2.125;0.234375;1
j3036_5;4;0;64;64;64;2.125;0.234375;1
j3036_6;4;0;46;46;46;2.125;0.234375;1
j3036_7;4;0;56;56;56;2.125;0.234375;1
j3036_8;4;0;63;63;63;2.125;0.234375;1
j3036_9;4;0;59;59;59;2.125;0.234375;1
j3037_1;4;212;53;46;88;2.125;0.476563;0.20119
j3037_10;4;85;64;60;98;2.125;0.476563;0.189753
j3037_2;4;171.5;49;49;71;2.125;0.476563;0.189572
j3037_3;4;190;60;52;98;2.125;0.476563;0.200036
j3037_4;4;148;67;62;93;2.125;0.476563;0.173395
j3037_5;4;142.5;61;59;94;2.125;0.476563;0.204915
j3037_6;4;129;57;50;83;2.125;0.476563;0.191288
j3037_7;4;225.5;62;54;99;2.125;0.476563;0.195901
j3037_8;4;168.5;57;57;85;2.125;0.476563;0.180481
j3037_9;4;98;55;46;67;2.125;0.476563;0.19233
j3038_1;4;43;46;46;50;2.125;0.476563;0.508333
j3038_10;4;46;57;57;60;2.125;0.476563;0.508333
j3038_2;4;47.5;50;50;58;2.125;0.476563;0.517949
j3038_3;4;63.5;53;53;64;2.125;0.476563;0.518717
j3038_4;4;62.5;56;56;67;2.125;0.476563;0.506579
j3038_5;4;54;62;62;79;2.125;0.476563;0.533333
j3038_6;4;19;63;63;91;2.125;0.476563;0.511364
j3038_7;4;64;63;63;70;2.125;0.476563;0.525649
j3038_8;4;25;53;53;72;2.125;0.476563;0.52619
j3038_9;4;42.5;56;56;65;2.125;0.476563;0.522727
j3039_1;4;25.5;55;55;59;2.125;0.476563;0.688166
j3039_10;4;22.5;58;58;60;2.125;0.476563;0.702117
j3039_2;4;22;54;54;54;2.125;0.476563;0.702117
j3039_3;4;9;53;53;60;2.125;0.476563;0.724405
j3039_4;4;29.5;53;53;54;2.125;0.476563;0.686619
j3039_5;4;9.5;55;55;57;2.125;0.476563;0.701042
j3039_6;4;41.5;60;60;71;2.125;0.476563;0.688729
j3039_7;4;16.5;49;49;56;2.125;0.476563;0.722222
j3039_8;4;28.5;67;67;67;2.125;0.476563;0.702597
j3039_9;4;30;58;58;65;2.125;0.476563;0.704018
j303_1;4;18;72;72;88;1.5;0.234375;0.699405
j303_10;4;13.5;57;57;64;1.5;0.234375;0.652244
j303_2;4;12.5;39;39;40;1.5;0.234375;0.708333
j303_3;4;7;57;57;57;1.5;0.234375;0.714556
j303_4;4;6.5;98;98;98;1.5;0.234375;0.791667
j303_5;4;21.5;46;46;53;1.5;0.234375;0.730637
j303_6;4;5.5;53;53;54;1.5;0.234375;0.714556
j303_7;4;13.5;48;48;48;1.5;0.234375;0.806818
j303_8;4;6.5;54;54;54;1.5;0.234375;0.758333
j303_9;4;13.5;60;60;65;1.5;0.234375;0.725
j3040_1;4;0;51;51;51;2.125;0.476563;1
j3040_10;4;0;51;51;51;2.125;0.476563;1
j3040_2;4;0;56;56;56;2.125;0.476563;1
j3040_3;4;0;57;57;57;2.125;0.476563;1
j3040_4;4;0;57;57;57;2.125;0.476563;1
j3040_5;4;0;65;65;65;2.125;0.476563;1
j3040_6;4;0;60;60;60;2.125;0.476563;1
j3040_7;4;0;46;46;46;2.125;0.476563;1
j3040_8;4;0;57;57;57;2.125;0.476563;1
j3040_9;4;0;64;64;64;2.125;0.476563;1
j3041_1;4;279;62;50;104;2.125;0.710938;0.189458
j3041_10;4;344;74;59;127;2.125;0.710938;0.19233
j3041_2;4;344.5;69;49;100;2.125;0.710938;0.195609
j3041_3;4;197;72;59;105;2.125;0.710938;0.205562
j3041_4;4;259;58;47;107;2.125;0.710938;0.203307
j3041_5;4;460;75;63;119;2.125;0.710938;0.185508
j3041_6;4;226;76;65;108;2.125;0.710938;0.211264
j3041_7;4;330.5;66;56;109;2.125;0.710938;0.198086
j3041_8;4;409.5;61;55;103;2.125;0.710938;0.200549
j3041_9;4;309;74;69;109;2.125;0.710938;0.202256
j3042_1;4;69.5;58;58;63;2.125;0.710938;0.513158
j3042_10;4;63;75;75;78;2.125;0.710938;0.514286
j3042_2;4;69.5;49;47;58;2.125;0.710938;0.514286
j3042_3;4;138;54;54;73;2.125;0.710938;0.522265
j3042_4;4;96.5;42;42;57;2.125;0.710938;0.519286
j3042_5;4;80;54;52;62;2.125;0.710938;0.517644
j3042_6;4;94;58;58;72;2.125;0.710938;0.511385
j3042_7;4;60;65;65;71;2.125;0.710938;0.520347
j3042_8;4;101;67;67;87;2.125;0.710938;0.509615
j3042_9;4;160.5;59;59;67;2.125;0.710938;0.5
j3043_1;4;40;53;53;59;2.125;0.710938;0.706774
j3043_10;4;41;59;59;62;2.125;0.710938;0.711452
j3043_2;4;52.5;43;43;55;2.125;0.710938;0.702103
j3043_3;4;59.5;55;55;65;2.125;0.710938;0.704018
j3043_4;4;45.5;67;67;72;2.125;0.710938;0.685764
j3043_5;4;55;62;62;75;2.125;0.710938;0.703693
j3043_6;4;20;56;56;65;2.125;0.710938;0.71428
j3043_7;4;26.5;52;52;57;2.125;0.710938;0.710598
j3043_8;4;36.5;62;62;67;2.125;0.710938;0.719048
j3043_9;4;22;56;56;58;2.125;0.710938;0.701311
j3044_1;4;0;50;50;50;2.125;0.710938;1
j3044_10;4;0;63;63;63;2.125;0.710938;1
j3044_2;4;0;54;54;54;2.125;0.710938;1
j3044_3;4;0;51;51;51;2.125;0.710938;1
j3044_4;4;0;57;57;57;2.125;0.710938;1
j3044_5;4;0;55;55;55;2.125;0.710938;1
j3044_6;4;0;56;56;56;2.125;0.710938;1
j3044_7;4;0;42;42;42;2.125;0.710938;1
j3044_8;4;0;49;49;49;2.125;0.710938;1
j3044_9;4;0;64;64;64;2.125;0.710938;1
j3045_1;4;496;63;53;97;2.125;0.9375;0.19873
j3045_10;4;451.5;75;58;109;2.125;0.9375;0.205062
j3045_2;4;613;84;63;140;2.125;0.9375;0.18937
j3045_3;4;364.5;75;57;108;2.125;0.9375;0.200718
j3045_4;4;407;65;59;100;2.125;0.9375;0.201442
j3045_5;4;420.5;68;58;102;2.125;0.9375;0.200082
j3045_6;4;586;97;70;166;2.125;0.9375;0.185773
j3045_7;4;261;85;72;122;2.125;0.9375;0.201757
j3045_8;4;255;65;65;109;2.125;0.9375;0.196085
j3045_9;4;445.5;66;50;94;2.125;0.9375;0.211103
j3046_1;4;107;58;58;69;2.125;0.9375;0.51911
j3046_10;4;152;46;46;67;2.125;0.9375;0.51437
j3046_2;4;143;64;64;71;2.125;0.9375;0.505
j3046_3;4;153;64;64;71;2.125;0.9375;0.505
j3046_4;4;111;60;60;70;2.125;0.9375;0.513932
j3046_5;4;204;57;56;63;2.125;0.9375;0.506566
j3046_6;4;113;58;56;65;2.125;0.9375;0.505
j3046_7;4;202;47;47;68;2.125;0.9375;0.5
j3046_8;4;189.5;55;55;65;2.125;0.9375;0.517338
j3046_9;4;176.5;45;45;55;2.125;0.9375;0.512794
j3047_1;4;35.5;58;58;65;2.125;0.9375;0.697063
j3047_10;4;66.5;57;57;74;2.125;0.9375;0.700901
j3047_2;4;54;59;59;61;2.125;0.9375;0.695788
j3047_3;4;67;55;55;63;2.125;0.9375;0.691871
j3047_4;4;69;48;48;55;2.125;0.9375;0.700891
j3047_5;4;42;44;44;50;2.125;0.9375;0.691667
j3047_6;4;55;50;50;69;2.125;0.9375;0.691841
j3047_7;4;55;60;60;69;2.125;0.9375;0.696149
j3047_8;4;61;48;48;56;2.125;0.9375;0.702321
j3047_9;4;75;65;65;69;2.125;0.9375;0.695838
j3048_1;4;0;63;63;63;2.125;0.9375;1
j3048_10;4;0;54;54;54;2.125;0.9375;1
j3048_2;4;0;54;54;54;2.125;0.9375;1
j3048_3;4;0;50;50;50;2.125;0.9375;1
j3048_4;4;0;57;57;57;2.125;0.9375;1
j3048_5;4;0;58;58;58;2.125;0.9375;1
j3048_6;4;0;58;58;58;2.125;0.9375;1
j3048_7;4;0;55;55;55;2.125;0.9375;1
j3048_8;4;0;44;44;44;2.125;0.9375;1
j3048_9;4;0;59;59;59;2.125;0.9375;1
j304_1;4;0;49;49;49;1.5;0.234375;1
j304_10;4;0;48;48;48;1.5;0.234375;1
j304_2;4;0;60;60;60;1.5;0.234375;1
j304_3;4;0;47;47;47;1.5;0.234375;1
j304_4;4;0;57;57;57;1.5;0.234375;1
j304_5;4;0;59;59;59;1.5;0.234375;1
j304_6;4;0;45;45;45;1.5;0.234375;1
j304_7;4;0;56;56;56;1.5;0.234375;1
j304_8;4;0;55;55;55;1.5;0.234375;1
j304_9;4;0;38;38;38;1.5;0.234375;1
j305_1;4;143.5;51;41;62;1.5;0.476563;0.211066
j305_10;4;114;64;56;76;1.5;0.476563;0.223611
j305_2;4;184.5;70;56;85;1.5;0.476563;0.195238
j305_3;4;203.5;54;54;91;1.5;0.476563;0.214438
j305_4;4;242;55;43;70;1.5;0.476563;0.202877
j305_5;4;166;65;58;93;1.5;0.476563;0.207692
j305_6;4;214;55;47;73;1.5;0.476563;0.195002
j305_7;4;252.5;56;43;99;1.5;0.476563;0.208634
j305_8;4;171;57;53;76;1.5;0.476563;0.219451
j305_9;4;147.5;41;38;55;1.5;0.476563;0.208072
j306_1;4;90.5;54;54;64;1.5;0.476563;0.522168
j306_10;4;96.5;58;58;81;1.5;0.476563;0.519697
j306_2;4;85;50;50;65;1.5;0.476563;0.520979
j306_3;4;92;45;45;53;1.5;0.476563;0.525686
j306_4;4;98;37;36;45;1.5;0.476563;0.516194
j306_5;4;92;57;57;76;1.5;0.476563;0.506579
j306_6;4;95.5;41;35;47;1.5;0.476563;0.521109
j306_7;4;67;43;43;57;1.5;0.476563;0.531579
j306_8;4;87;39;39;47;1.5;0.476563;0.516293
j306_9;4;58.5;48;48;62;1.5;0.476563;0.544697
j307_1;4;12.5;55;55;55;1.5;0.476563;0.650904
j307_10;4;29.5;43;43;51;1.5;0.476563;0.705655
j307_2;4;20;42;42;42;1.5;0.476563;0.696827
j307_3;4;27;39;39;49;1.5;0.476563;0.712698
j307_4;4;21.5;44;44;44;1.5;0.476563;0.703571
j307_5;4;31.5;41;41;49;1.5;0.476563;0.714699
j307_6;4;28;35;35;36;1.5;0.476563;0.704884
j307_7;4;22;50;50;61;1.5;0.476563;0.785023
j307_8;4;15.5;43;43;50;1.5;0.476563;0.729469
j307_9;4;30.5;56;56;61;1.5;0.476563;0.68877
